time,value,shandong_rhhi
2023-09-24,92219,86.012367
2023-09-25,81243,85.235653
2023-09-26,81754,83.794306
2023-09-27,90105,83.487484
2023-09-28,82027,74.223479
2023-09-29,88737,71.006826
2023-09-30,100571,65.32272
2023-10-01,113744,53.732858
2023-10-02,82945,58.852215
2023-10-03,82465,66.286224
2023-10-04,79331,67.277969
2023-10-05,80703,52.604457
2023-10-06,97559,58.273637
2023-10-07,99856,64.463903
2023-10-08,85863,63.542744
2023-10-09,124134,59.835898
2023-10-10,126899,62.510679
2023-10-11,101419,64.653664
2023-10-12,100721,67.989093
2023-10-13,92419,70.336749
2023-10-14,82280,62.861003
2023-10-15,68844,60.03893
2023-10-16,88066,58.839034
2023-10-17,107174,63.032829
2023-10-18,110776,61.10716
2023-10-19,102441,53.417363
2023-10-20,85520,40.04507
2023-10-21,84489,46.985948
2023-10-22,94928,51.88707
2023-10-23,129140,52.42748
2023-10-24,121602,61.142748
2023-10-25,109871,64.950762
2023-10-26,93855,58.709135
2023-10-27,111110,52.018731
2023-10-28,116256,62.10612
2023-10-29,96740,61.490446
2023-10-30,84151,65.736511
2023-10-31,93563,65.577795
2023-11-01,109076,60.933236
2023-11-02,100209,56.705531
2023-11-03,109031,63.365482
2023-11-04,97118,67.994315
2023-11-05,97997,87.490506
2023-11-06,84200,40.856303
2023-11-07,80271,50.527878
2023-11-08,88726,65.957044
2023-11-09,107928,62.586693
2023-11-10,111363,44.175726
2023-11-11,89709,64.8384
2023-11-12,86211,53.959479
2023-11-13,92305,51.150953
2023-11-14,74158,58.965955
2023-11-15,72313,67.119051
2023-11-16,64486,50.525982
2023-11-17,91173,40.606742
2023-11-18,105129,46.203507
2023-11-19,73414,63.932925
2023-11-20,75536,67.347414
2023-11-21,78695,75.387378
2023-11-22,81272,72.062342
2023-11-23,68464,38.626495
2023-11-24,87304,41.274265
2023-11-25,101101,54.947371
2023-11-26,97189,77.732139
2023-11-27,91055,69.520327
2023-11-28,107341,49.895194
2023-11-29,89934,47.703864
2023-11-30,72920,44.188303
2023-12-01,69843,47.747213
2023-12-02,63421,52.156566
2023-12-03,68850,57.313479
2023-12-04,87505,61.652943
2023-12-05,73184,68.888504
2023-12-06,62342,43.080328
2023-12-07,62450,45.495094
2023-12-08,55935,56.003111
2023-12-09,56893,68.520978
2023-12-10,51722,60.524949
2023-12-11,54338,77.0152
2023-12-12,60116,64.247008
2023-12-13,71102,71.811943
2023-12-14,87309,85.954073
2023-12-15,68345,67.896892
2023-12-16,60082,52.320343
2023-12-17,62482,39.133784
2023-12-18,74646,48.887714
2023-12-19,72962,56.965199
2023-12-20,84227,43.664456
2023-12-21,77510,39.502782
2023-12-22,73509,36.486743
2023-12-23,71475,48.218749
2023-12-24,68587,49.504559
2023-12-25,77805,46.209843
2023-12-26,80616,68.753734
2023-12-27,81764,72.275233
2023-12-28,66521,82.120382
2023-12-29,95445,90.010215
2023-12-30,118517,80.752856
2023-12-31,98448,73.425241
2024-01-01,63924,60.960345
2024-01-02,69815,62.188934
2024-01-03,77600,60.067768
2024-01-04,78937,73.518471
2024-01-05,83917,66.792855
2024-01-06,90971,57.27903
2024-01-07,80443,49.053817
2024-01-08,88948,59.560497
2024-01-09,91469,75.165003
2024-01-10,78690,62.045906
2024-01-11,74429,71.507496
2024-01-12,71596,77.627284
2024-01-13,77660,83.626733
2024-01-14,75036,63.485266
2024-01-15,69222,48.590091
2024-01-16,70599,61.300709
2024-01-17,82892,90.013946
2024-01-18,87756,78.92333
2024-01-19,80331,71.522741
2024-01-20,81299,73.27407
2024-01-21,82622,55.137198
2024-01-22,80995,33.641009
2024-01-23,74460,32.262599
2024-01-24,72941,37.29022
2024-01-25,71955,43.917887
2024-01-26,77103,45.435019
2024-01-27,80961,54.102122
2024-01-28,86525,50.448392
2024-01-29,81548,61.343347
2024-01-30,71950,77.110318
2024-01-31,70436,83.363569
2024-02-01,72558,61.311598
2024-02-02,73419,53.482508
2024-02-03,80346,58.133936
2024-02-04,100011,65.734123
2024-02-05,84171,71.045098
2024-02-06,78105,60.611318
2024-02-07,62924,60.464777
2024-02-08,66465,60.942445
2024-02-09,52915,64.614626
2024-02-10,57734,64.102581
2024-02-11,58927,57.313291
2024-02-12,55238,63.669525
2024-02-13,55791,67.04246
2024-02-14,57745,74.609789
2024-02-15,52927,49.641445
2024-02-16,56695,51.252781
2024-02-17,54379,68.435618
2024-02-18,59107,88.978815
2024-02-19,68498,59.638372
2024-02-20,78188,59.30411
2024-02-21,71664,78.568005
2024-02-22,73358,66.611501
2024-02-23,71756,63.519277
2024-02-24,78745,67.107877
2024-02-25,76413,56.992938
2024-02-26,91307,50.649563
2024-02-27,87279,55.24101
2024-02-28,73716,60.628377
2024-02-29,91463,58.564711
2024-03-01,119446,42.283438
2024-03-02,129904,52.09283
2024-03-03,108488,60.969734
2024-03-04,83748,72.099867
2024-03-05,89340,75.49473
2024-03-06,88975,46.692127
2024-03-07,104167,59.907983
2024-03-08,112901,48.457294
2024-03-09,112323,48.728771
2024-03-10,87927,57.250423
2024-03-11,90768,59.702103
2024-03-12,99864,49.731494
2024-03-13,110608,45.621319
2024-03-14,122381,52.722371
2024-03-15,127268,59.032561
2024-03-16,112341,65.647282
2024-03-17,104675,35.789489
2024-03-18,109313,41.977995
2024-03-19,105830,29.234103
2024-03-20,95447,39.427236
2024-03-21,102922,47.682366
2024-03-22,96572,47.147051
2024-03-23,121991,44.081079
2024-03-24,129573,55.649913
2024-03-25,114317,83.32414
2024-03-26,117897,65.95206
2024-03-27,120272,72.566911
2024-03-28,112252,64.640364
2024-03-29,107955,42.329076
2024-03-30,94156,41.882738
2024-03-31,96801,41.400688
2024-04-01,108122,63.590141
2024-04-02,97361,69.440929
2024-04-03,97650,56.380003
2024-04-04,90913,39.774264
2024-04-05,97128,47.942946
2024-04-06,107963,47.492885
2024-04-07,110302,52.616011
2024-04-08,101962,53.317585
2024-04-09,115118,47.395472
2024-04-10,111218,52.536126
2024-04-11,105814,58.554978
2024-04-12,105340,63.866726
2024-04-13,110913,72.135155
2024-04-14,100856,84.989768
2024-04-15,104046,72.623451
2024-04-16,117966,48.711704
2024-04-17,119584,49.307986
2024-04-18,121871,50.677905
2024-04-19,90556,54.349399
2024-04-20,98053,56.197972
2024-04-21,85633,63.773584
2024-04-22,100758,63.409012
2024-04-23,129902,68.971466
2024-04-24,101440,53.392904
2024-04-25,80259,48.083604
2024-04-26,78277,55.054971
2024-04-27,63367,63.492055
2024-04-28,58752,69.734478
2024-04-29,80699,62.688318
2024-04-30,91634,56.083373
2024-05-01,93378,43.906063
2024-05-02,91771,40.643207
2024-05-03,93932,44.957598
2024-05-04,97795,64.355903
2024-05-05,93737,75.406652
2024-05-06,109097,70.562885
2024-05-07,98916,60.069557
2024-05-08,102670,43.810196
2024-05-09,116133,40.71477
2024-05-10,109779,50.183674
2024-05-11,98001,43.825141
2024-05-12,99723,42.223963
2024-05-13,87947,41.409835
2024-05-14,89362,44.135035
2024-05-15,81286,36.31204
2024-05-16,65694,35.727801
2024-05-17,72858,54.770696
2024-05-18,91175,58.465652
2024-05-19,76213,58.301775
2024-05-20,0,69.685032
2024-05-21,90741,69.928723
2024-05-22,89775,66.966331
2024-05-23,97654,58.044929
2024-05-24,28890,68.449588
2024-05-25,96571,72.82525
2024-05-26,110325,71.086337
2024-05-27,93823,52.148784
2024-05-28,89198,47.36188
2024-05-29,107941,39.597447
2024-05-30,117337,51.567703
2024-05-31,93667,54.51666
2024-06-01,118100,43.992706
2024-06-02,100204,38.255248
2024-06-03,88445,43.302739
2024-06-04,78808,41.649282
2024-06-05,104005,53.965049
2024-06-06,129669,58.138265
2024-06-07,109239,57.410853
2024-06-08,99572,57.818929
2024-06-09,87498,44.200678
2024-06-10,86063,42.277511
2024-06-11,87245,42.662694
2024-06-12,93957,51.413027
2024-06-13,81155,52.185987
2024-06-14,116746,64.715313
2024-06-15,107300,66.623644
2024-06-16,82541,57.100009
2024-06-17,82432,52.236393
2024-06-18,116082,41.201168
2024-06-19,120977,47.326956
2024-06-20,98622,61.813892
2024-06-21,128448,72.914742
2024-06-22,119850,73.109566
2024-06-23,127446,56.411164
2024-06-24,99551,54.535938
2024-06-25,118466,49.256659
2024-06-26,137000,46.173873
2024-06-27,123364,47.619845
2024-06-28,110222,57.281119
2024-06-29,79562,71.590906
2024-06-30,77145,62.142104
2024-07-01,75251,80.802918
2024-07-02,107590,88.655635
2024-07-03,104809,75.655741
2024-07-04,114817,83.291619
2024-07-05,104887,85.553944
2024-07-06,72326,80.261537
2024-07-07,88026,87.352463
2024-07-08,89331,87.205925
2024-07-09,79048,79.299233
2024-07-10,76641,72.546216
2024-07-11,80657,71.259664
2024-07-12,88390,74.181259
2024-07-13,78315,76.8526
2024-07-14,105538,77.746216
2024-07-15,104310,79.34636
2024-07-16,131431,87.355273
2024-07-17,148236,88.89759
2024-07-18,136569,80.646363
2024-07-19,139776,82.281625
2024-07-20,123793,86.006798
2024-07-21,129658,82.479575
2024-07-22,115570,85.827118
2024-07-23,115659,86.310248
2024-07-24,119456,85.182824
2024-07-25,131409,86.688727
2024-07-26,129759,86.733837
2024-07-27,125572,90.971578
2024-07-28,102225,88.740509
2024-07-29,134735,85.485075
2024-07-30,138833,78.913921
2024-07-31,121716,77.563432
2024-08-01,117701,82.30055
2024-08-02,137015,82.786166
2024-08-03,141094,83.821681
2024-08-04,142033,82.654941
2024-08-05,131057,86.190851
2024-08-06,127661,86.042258
2024-08-07,129495,86.66767
2024-08-08,141085,84.7597
2024-08-09,133883,85.625364
2024-08-10,123579,80.218027
2024-08-11,111664,74.832714
2024-08-12,116460,73.094675
2024-08-13,137635,81.749245
2024-08-14,130769,85.447801
2024-08-15,120203,83.450332
2024-08-16,112044,81.272506
2024-08-17,128588,81.850426
2024-08-18,143294,84.133615
2024-08-19,137250,88.3244
2024-08-20,105105,87.711184
2024-08-21,101701,84.114795
2024-08-22,99817,80.337569
2024-08-23,98941,79.363166
2024-08-24,90688,81.122787
2024-08-25,107367,83.110608
2024-08-26,151890,86.85258
2024-08-27,139800,77.208585
2024-08-28,156645,75.105998
2024-08-29,127671,78.163683
2024-08-30,123000,76.928305
2024-08-31,123096,78.066754
2024-09-01,99577,79.351618
2024-09-02,88384,67.552057
2024-09-03,107668,69.708176
2024-09-04,116670,71.903828
2024-09-05,113744,76.872575
2024-09-06,126893,65.730843
2024-09-07,129327,69.976754
2024-09-08,140941,73.556772
2024-09-09,114353,72.532619
2024-09-10,97364,81.876238
2024-09-11,99363,76.818437
2024-09-12,88386,78.949264
2024-09-13,93560,86.450716
2024-09-14,87858,80.152164
2024-09-15,91825,68.992471
2024-09-16,136496,69.96491
2024-09-17,98760,78.363039
2024-09-18,76774,86.626702
2024-09-19,106558,87.099683
2024-09-20,118457,85.225328
2024-09-21,114554,62.076992
2024-09-22,113618,56.786086
2024-09-23,104972,64.808441
2024-09-24,117730,69.459482
2024-09-25,109016,70.034148
2024-09-26,94028,72.744854
2024-09-27,95057,66.990344
2024-09-28,87286,67.846805
2024-09-29,93423,73.56458
2024-09-30,97621,88.463383
2024-10-01,121858,59.804431
2024-10-02,93885,47.254993
2024-10-03,76794,54.555363
2024-10-04,72687,58.499031
2024-10-05,76287,63.902347
2024-10-06,95226,67.467999
2024-10-07,82419,72.562293
2024-10-08,85338,60.509744
2024-10-09,118719,61.476564
2024-10-10,107516,65.976447
2024-10-11,104744,61.528204
2024-10-12,70858,63.702478
2024-10-13,67753,71.958895
2024-10-14,94332,77.538739
2024-10-15,120550,75.035955
2024-10-16,112399,69.646944
2024-10-17,101597,78.58502
2024-10-18,113500,90.8502
2024-10-19,112060,56.815801
2024-10-20,110347,65.937955
2024-10-21,113892,77.123419
2024-10-22,112671,78.10293
2024-10-23,108114,66.422275
2024-10-24,104806,72.562861
2024-10-25,131322,79.983467
2024-10-26,115643,82.39321
2024-10-27,132942,77.899252
2024-10-28,111524,72.519495
2024-10-29,101968,73.502601
2024-10-30,107748,77.424636
2024-10-31,133931,78.302875
2024-11-01,129642,77.764773
2024-11-02,129927,75.910181
2024-11-03,121263,70.399332
2024-11-04,119178,46.439311
2024-11-05,114458,58.379013
2024-11-06,110777,55.910653
2024-11-07,111881,60.439432
2024-11-08,117182,68.789421
2024-11-09,97204,76.120735
2024-11-10,100219,83.089306
2024-11-11,131945,83.827048
2024-11-12,95889,82.770705
2024-11-13,89048,84.735512
2024-11-14,102051,88.60972
2024-11-15,120000,88.797552
2024-11-16,129593,74.010704
2024-11-17,111092,48.733767
2024-11-18,95939,53.197233
2024-11-19,103556,61.818819
2024-11-20,104167,73.08789
2024-11-21,97608,71.050555
2024-11-22,103171,62.835049
2024-11-23,141959,64.087395
2024-11-24,141140,66.066104
2024-11-25,151617,82.042236
2024-11-26,0,43.01743
2024-11-27,141801,42.120359
2024-11-28,141977,45.434436
2024-11-29,106673,51.563651
2024-11-30,134458,60.431315
2024-12-01,131664,68.351675
2024-12-02,124227,63.924372
2024-12-03,75154,63.123226
2024-12-04,124653,62.425059
2024-12-05,152371,66.194566
2024-12-06,148417,65.965351
2024-12-07,172917,54.517244
2024-12-08,160004,50.159421
2024-12-09,145158,58.765667
2024-12-10,120366,62.785064
2024-12-11,134182,63.488374
2024-12-12,127626,67.595548
2024-12-13,124349,65.463339
2024-12-14,126900,47.590394
2024-12-15,109475,45.747222
2024-12-16,111525,51.637404
2024-12-17,134678,57.389746
2024-12-18,121140,54.081277
2024-12-19,126903,55.491026
2024-12-20,129005,57.39337
2024-12-21,95309,44.653508
2024-12-22,115320,40.667384
2024-12-23,112471,45.98997
2024-12-24,122101,51.68909
2024-12-25,144969,58.415922
2024-12-26,136663,47.779999
2024-12-27,149097,38.552642
2024-12-28,154667,33.387108
2024-12-29,161335,42.399517
2024-12-30,139038,47.914846
2024-12-31,150025,44.419263
2025-01-01,137374,58.699979
2025-01-02,135085,67.072126
2025-01-03,115065,53.828117
2025-01-04,128337,60.515962
2025-01-05,138286,60.330675
2025-01-06,143052,47.349057
2025-01-07,148984,35.927372
2025-01-08,132376,42.405833
2025-01-09,132959,35.900406
2025-01-10,137836,32.990216
2025-01-11,144211,37.113387
2025-01-12,122238,43.931129
2025-01-13,156020,48.483954
2025-01-14,131807,45.370681
2025-01-15,123228,29.192806
2025-01-16,140701,33.333091
2025-01-17,154542,47.952535
2025-01-18,142759,49.047638
2025-01-19,117158,51.897373
2025-01-20,106727,49.197232
2025-01-21,98962,59.044172
2025-01-22,100855,65.080634
2025-01-23,81936,75.837256
2025-01-24,100382,79.492436
2025-01-25,81977,71.2952
2025-01-26,79187,64.072303
2025-01-27,75954,29.842136
2025-01-28,57878,29.668159
2025-01-29,53161,35.943285
2025-01-30,61653,61.845771
2025-01-31,41059,84.990969
2025-02-01,37161,74.196425
2025-02-02,70265,72.77159
2025-02-03,73241,45.493083
2025-02-04,99658,36.811474
2025-02-05,102018,30.779363
2025-02-06,102566,30.945099
2025-02-07,103891,23.35924
2025-02-08,107481,26.118264
2025-02-09,119578,24.901026
2025-02-10,127782,31.998563
2025-02-11,133368,61.544196
2025-02-12,136494,56.04033
2025-02-13,136813,33.77752
2025-02-14,128065,46.103774
2025-02-15,133573,49.267548
2025-02-16,136759,44.40608
2025-02-17,155798,41.542801
2025-02-18,163693,47.531943
2025-02-19,143194,46.899073
2025-02-20,167942,48.751056
2025-02-21,163045,57.72786
2025-02-22,139662,54.637
2025-02-23,144729,42.510355
2025-02-24,149390,30.736803
2025-02-25,169807,40.772061
2025-02-26,143687,46.67337
2025-02-27,122759,62.467991
2025-02-28,165908,68.427168
2025-03-01,160294,83.268898
2025-03-02,131114,91.242589
2025-03-03,139874,70.693442
2025-03-04,125157,77.07238
2025-03-05,127470,72.032396
2025-03-06,111645,61.679773
2025-03-07,106204,60.55199
2025-03-08,150623,66.906737
2025-03-09,151001,64.390051
2025-03-10,131566,70.358493
2025-03-11,132073,76.788862
2025-03-12,118192,59.35044
2025-03-13,69089,41.337043
2025-03-14,96030,46.082996
2025-03-15,96203,53.669229
2025-03-16,138430,43.737881
2025-03-17,166928,38.371597
2025-03-18,137956,37.941973
2025-03-19,120041,42.490646
2025-03-20,108556,35.998134
2025-03-21,116032,25.800113
2025-03-22,140648,23.865065
2025-03-23,157862,25.00476
2025-03-24,145425,33.342699
2025-03-25,108442,33.491439
2025-03-26,95345,45.931511
2025-03-27,95447,35.677362
2025-03-28,111939,40.62258
2025-03-29,149782,39.87841
2025-03-30,131802,41.697579
2025-03-31,134835,44.713942
2025-04-01,137991,41.948132
2025-04-02,155591,39.822089
2025-04-03,146401,44.797139
2025-04-04,136788,52.155379
2025-04-05,142789,38.557361
2025-04-06,160934,38.589631
2025-04-07,151744,45.856434
2025-04-08,133198,45.519656
2025-04-09,125932,62.510018
2025-04-10,144789,59.725342
2025-04-11,153940,61.347712
2025-04-12,157260,32.390976
2025-04-13,153996,28.119397
2025-04-14,112638,41.151984
2025-04-15,110599,42.656244
2025-04-16,109734,45.10767
2025-04-17,108737,49.156623
2025-04-18,112215,62.309909
2025-04-19,133544,71.260497
2025-04-20,122972,67.682182
2025-04-21,142469,72.718421
2025-04-22,121761,65.480729
2025-04-23,138822,53.099472
2025-04-24,132809,31.983976
2025-04-25,130688,40.390585
2025-04-26,169345,39.488411
2025-04-27,182256,50.476937
2025-04-28,153020,47.177085
2025-04-29,101278,40.706681
2025-04-30,106021,45.708552
2025-05-01,103157,46.985227
2025-05-02,123174,51.337626
2025-05-03,120795,44.231728
2025-05-04,138408,42.928133
2025-05-05,121589,61.687474
2025-05-06,110931,72.933895
2025-05-07,116501,69.634637
2025-05-08,148017,71.654605
2025-05-09,180970,86.824593
2025-05-10,128230,67.195393
2025-05-11,138644,49.944939
2025-05-12,128453,45.486104
2025-05-13,130570,49.554519
2025-05-14,135312,63.822013
2025-05-15,135432,65.992898
2025-05-16,122821,71.838121
2025-05-17,123992,47.12523
2025-05-18,109926,46.205714
2025-05-19,108935,52.660368
2025-05-20,154211,51.565388
2025-05-21,151721,63.794662
2025-05-22,163113,46.579108
2025-05-23,155341,60.850927
2025-05-24,107243,54.266071
2025-05-25,117304,42.466522
2025-05-26,125409,47.117188
2025-05-27,127993,46.622899
2025-05-28,145932,44.187328
2025-05-29,136968,45.431486
2025-05-30,137626,44.697907
2025-05-31,148976,49.908384
2025-06-01,134678,54.148807
2025-06-02,125739,56.796442
2025-06-03,129565,41.813478
2025-06-04,118132,32.575987
2025-06-05,130129,37.605425
2025-06-06,150002,42.401966
2025-06-07,166362,56.40781
2025-06-08,172089,64.122432
2025-06-09,163587,62.276816
2025-06-10,136619,59.329424
2025-06-11,128359,50.588383
2025-06-12,140041,44.685193
2025-06-13,153606,63.6428
2025-06-14,168375,70.948587
2025-06-15,166316,67.079766
2025-06-16,157513,47.163457
2025-06-17,112511,41.404936
2025-06-18,106600,51.576931
2025-06-19,121011,81.855906
2025-06-20,158256,79.594694
2025-06-21,152763,65.245197
2025-06-22,123262,57.459399
2025-06-23,117299,55.236981
2025-06-24,113898,53.346577
2025-06-25,109676,52.251373
2025-06-26,143964,73.182942
2025-06-27,139559,77.989379
2025-06-28,153540,82.376226
2025-06-29,152591,87.373327
2025-06-30,155604,81.220134
2025-07-01,162415,83.3335
2025-07-02,151568,82.312456
2025-07-03,158669,72.191401
2025-07-04,183829,69.883726
2025-07-05,191656,61.876334
2025-07-06,155271,64.155612
2025-07-07,150958,75.702827
2025-07-08,151983,75.130207
2025-07-09,162078,71.783939
2025-07-10,161719,68.953023
2025-07-11,181453,65.284733
2025-07-12,178584,64.024759
2025-07-13,177530,62.576784
2025-07-14,189394,49.632192
2025-07-15,178820,54.476218
2025-07-16,173758,76.517311
2025-07-17,167484,70.123468
2025-07-18,154104,66.028237
2025-07-19,169642,64.325501
2025-07-20,175028,76.057544
2025-07-21,159906,85.985166
2025-07-22,159395,86.561363
2025-07-23,149481,84.884499
2025-07-24,166718,78.196214
2025-07-25,160741,76.103959
2025-07-26,146003,74.331306
2025-07-27,157683,71.160971
2025-07-28,196585,69.7523
2025-07-29,211102,74.206057
2025-07-30,200552,78.357141
2025-07-31,204608,77.901243
2025-08-01,212073,81.970102
2025-08-02,199846,79.731443
2025-08-03,198331,77.334332
2025-08-04,187683,81.040635
2025-08-05,176882,79.871686
2025-08-06,183066,83.705891
2025-08-07,172143,78.74149
2025-08-08,176947,78.050008
2025-08-09,159279,86.604671
2025-08-10,163191,79.832525
2025-08-11,156851,77.749703
2025-08-12,159791,76.143355
2025-08-13,146301,79.468134
2025-08-14,170968,80.368865
2025-08-15,189069,86.032205
2025-08-16,199359,86.512614
2025-08-17,177183,87.210288
2025-08-18,173738,84.371331
2025-08-19,159820,76.700232
2025-08-20,148831,73.931978
2025-08-21,133497,74.926493
2025-08-22,131188,78.405632
2025-08-23,181101,83.082277
2025-08-24,195531,84.428701
2025-08-25,192005,83.533339
2025-08-26,172508,76.87796
2025-08-27,169868,78.07014
2025-08-28,174826,84.456389
2025-08-29,180279,84.134087
2025-08-30,172336,86.637267
2025-08-31,146572,89.529584
2025-09-01,155784,78.473509
2025-09-02,149178,77.843471
2025-09-03,154493,84.917391
2025-09-04,203219,81.975853
2025-09-05,185495,86.200747
2025-09-06,167149,83.071386
2025-09-07,158794,74.873061
2025-09-08,159786,81.943939
2025-09-09,209890,75.661072
2025-09-10,190141,76.480074
2025-09-11,173253,77.212622
2025-09-12,181919,81.127919
2025-09-13,153397,79.403201
2025-09-14,138926,78.429988
2025-09-15,150269,82.078164
2025-09-16,131803,88.894105
2025-09-17,126871,71.28911
2025-09-18,152635,73.812904
2025-09-19,173124,86.727234
2025-09-20,164988,76.095906
2025-09-21,156132,74.806856
2025-09-22,158212,84.338221
2025-09-23,148348,94.257953
2025-09-24,163148,85.757382
2025-09-25,307304,77.628857
2025-09-26,139930,79.237289
2025-09-27,130551,83.454041
2025-09-28,174648,85.285615
2025-09-29,186426,79.953709
2025-09-30,175216,77.948146
2025-10-01,145814,80.708259
2025-10-02,129902,88.268042
2025-10-03,131183,81.891582
2025-10-04,126226,87.253572
2025-10-05,134734,92.49217
2025-10-06,109836,91.542394
2025-10-07,158061,83.458365
2025-10-08,148220,84.51763
2025-10-09,137928,87.906237
2025-10-10,146639,89.202124
2025-10-11,131688,88.818537
2025-10-12,115126,90.24096
2025-10-13,123157,79.651919
2025-10-14,128566,95.458
2025-10-15,113898,99.3256
2025-10-16,120999,97.631
2025-10-17,100534,89.051906
2025-10-18,98881,67.353925
2025-10-19,98169,65.761213
2025-10-20,106982,57.769823
2025-10-21,97386,60.284884
2025-10-22,102947,62.921366
2025-10-23,100427,87.6497
2025-10-24,143450,69.351397
2025-10-25,140632,79.809412
2025-10-26,139778,76.852185
2025-10-27,130334,66.939775
2025-10-28,115590,70.878624
2025-10-29,107931,68.930297
2025-10-30,118232,81.470467
2025-10-31,135073,84.165546
2025-11-01,147584,73.470467
2025-11-02,137766,57.246806
2025-11-03,152806,65.591055
2025-11-04,149163,72.062802
2025-11-05,143305,77.736256
2025-11-06,133563,83.915696
2025-11-07,124339,86.278658
2025-11-08,147395,86.243205
2025-11-09,157141,73.356908
2025-11-10,179520,57.298312
2025-11-11,161657,64.284642
2025-11-12,143449,70.009861
2025-11-13,144620,65.739984
2025-11-14,147182,68.558345
2025-11-15,137006,77.292953
2025-11-16,159344,61.324082
