time,value,shandong_rhhi
2023-11-30,34619568,44.188303
2023-12-01,34507393,47.747213
2023-12-02,34239595,52.156566
2023-12-03,32844752,57.313479
2023-12-04,33396796,61.652943
2023-12-05,33822521,68.888504
2023-12-06,34088709,43.080328
2023-12-07,34444954,45.495094
2023-12-08,34571330,56.003111
2023-12-09,34713844,68.520978
2023-12-10,34275005,60.524949
2023-12-11,35819171,77.0152
2023-12-12,35994737,64.247008
2023-12-13,36438018,71.811943
2023-12-14,36101900,85.954073
2023-12-15,35718623,67.896892
2023-12-16,34935731,52.320343
2023-12-17,33815670,39.133784
2023-12-18,35297381,48.887714
2023-12-19,35258107,56.965199
2023-12-20,35018731,43.664456
2023-12-21,34873130,39.502782
2023-12-22,34649403,36.486743
2023-12-23,34710492,48.218749
2023-12-24,33823806,49.504559
2023-12-25,33139969,46.209843
2023-12-26,32444672,68.753734
2023-12-27,31647795,72.275233
2023-12-28,30690788,82.120382
2023-12-29,30019407,90.010215
2023-12-30,27558062,80.752856
2023-12-31,25128395,73.425241
2024-01-01,26035166,60.960345
2024-01-02,32970970,62.188934
2024-01-03,35359694,60.067768
2024-01-04,35954968,73.518471
2024-01-05,36539574,66.792855
2024-01-06,36502586,57.27903
2024-01-07,35697906,49.053817
2024-01-08,36655671,59.560497
2024-01-09,37283203,75.165003
2024-01-10,36471706,62.045906
2024-01-11,36335178,71.507496
2024-01-12,36394380,77.627284
2024-01-13,36326365,83.626733
2024-01-14,35377372,63.485266
2024-01-15,36176654,48.590091
2024-01-16,37142773,61.300709
2024-01-17,37341149,90.013946
2024-01-18,37059525,78.92333
2024-01-19,37276509,71.522741
2024-01-20,36945530,73.27407
2024-01-21,35570546,55.137198
2024-01-22,36131927,33.641009
2024-01-23,35786522,32.262599
2024-01-24,34966425,37.29022
2024-01-25,33279417,43.917887
2024-01-26,32626236,45.435019
2024-01-27,31774195,54.102122
2024-01-28,30045618,50.448392
2024-01-29,29023901,61.343347
2024-01-30,27925056,77.110318
2024-01-31,26534505,83.363569
2024-02-01,24286029,61.311598
2024-02-02,21870041,53.482508
2024-02-03,20069501,58.133936
2024-02-04,18603895,65.734123
2024-02-05,15813208,71.045098
2024-02-06,13044450,60.611318
2024-02-07,10620124,60.464777
2024-02-08,7972232,60.942445
2024-02-09,5474506,64.614626
2024-02-10,4845458,64.102581
2024-02-11,5316133,57.313291
2024-02-12,6625126,63.669525
2024-02-13,9113129,67.04246
2024-02-14,11581042,74.609789
2024-02-15,15340536,49.641445
2024-02-16,19289448,51.252781
2024-02-17,22505331,68.435618
2024-02-18,26836130,88.978815
2024-02-19,29956223,59.638372
2024-02-20,32157502,59.30411
2024-02-21,32848234,78.568005
2024-02-22,33155443,66.611501
2024-02-23,33373880,63.519277
2024-02-24,33309466,67.107877
2024-02-25,32588761,56.992938
2024-02-26,34175428,50.649563
2024-02-27,34891789,55.24101
2024-02-28,35864723,60.628377
2024-02-29,36106305,58.564711
2024-03-01,35865851,42.283438
2024-03-02,35900566,52.09283
2024-03-03,34624889,60.969734
2024-03-04,36728528,72.099867
2024-03-05,37720936,75.49473
2024-03-06,36698134,46.692127
2024-03-07,36852722,59.907983
2024-03-08,36456145,48.457294
2024-03-09,36019668,48.728771
2024-03-10,35010503,57.250423
2024-03-11,35920470,59.702103
2024-03-12,36260285,49.731494
2024-03-13,36798024,45.621319
2024-03-14,36203703,52.722371
2024-03-15,35920838,59.032561
2024-03-16,36085758,65.647282
2024-03-17,34774027,35.789489
2024-03-18,36380136,41.977995
2024-03-19,35736361,29.234103
2024-03-20,35656361,39.427236
2024-03-21,35845668,47.682366
2024-03-22,35794747,47.147051
2024-03-23,35928887,44.081079
2024-03-24,35129471,55.649913
2024-03-25,37609855,83.32414
2024-03-26,35766312,65.95206
2024-03-27,36362204,72.566911
2024-03-28,35887658,64.640364
2024-03-29,35093260,42.329076
2024-03-30,34330483,41.882738
2024-03-31,32155157,41.400688
2024-04-01,34199499,63.590141
2024-04-02,36325791,69.440929
2024-04-03,35697442,56.380003
2024-04-04,32198388,39.774264
2024-04-05,32271233,47.942946
2024-04-06,33409695,47.492885
2024-04-07,34106749,52.616011
2024-04-08,35351466,53.317585
2024-04-09,36067229,47.395472
2024-04-10,36259038,52.536126
2024-04-11,35970502,58.554978
2024-04-12,35858810,63.866726
2024-04-13,36006171,72.135155
2024-04-14,36120349,84.989768
2024-04-15,35691121,72.623451
2024-04-16,35121699,48.711704
2024-04-17,35231175,49.307986
2024-04-18,35292018,50.677905
2024-04-19,35849589,54.349399
2024-04-20,35109710,56.197972
2024-04-21,34257102,63.773584
2024-04-22,34656696,63.409012
2024-04-23,36270605,68.971466
2024-04-24,34371817,53.392904
2024-04-25,34115238,48.083604
2024-04-26,33862041,55.054971
2024-04-27,33641568,63.492055
2024-04-28,33341528,69.734478
2024-04-29,32725792,62.688318
2024-04-30,31286733,56.083373
2024-05-01,24617668,43.906063
2024-05-02,24635019,40.643207
2024-05-03,25756767,44.957598
2024-05-04,28857160,64.355903
2024-05-05,31034613,75.406652
2024-05-06,33015522,70.562885
2024-05-07,33289492,60.069557
2024-05-08,33544821,43.810196
2024-05-09,34287547,40.71477
2024-05-10,34973620,50.183674
2024-05-11,35491117,43.825141
2024-05-12,33823668,42.223963
2024-05-13,34708327,41.409835
2024-05-14,35091921,44.135035
2024-05-15,34158798,36.31204
2024-05-16,34893722,35.727801
2024-05-17,35715249,54.770696
2024-05-18,35447550,58.465652
2024-05-19,34626718,58.301775
2024-05-20,0,69.685032
2024-05-21,36151061,69.928723
2024-05-22,35960785,66.966331
2024-05-23,35390214,58.044929
2024-05-24,36173574,68.449588
2024-05-25,35740135,72.82525
2024-05-26,34466897,71.086337
2024-05-27,34005008,52.148784
2024-05-28,34107261,47.36188
2024-05-29,34095587,39.597447
2024-05-30,34669296,51.567703
2024-05-31,33965198,54.51666
2024-06-01,33114064,43.992706
2024-06-02,33535001,38.255248
2024-06-03,33895459,43.302739
2024-06-04,34953954,41.649282
2024-06-05,35377317,53.965049
2024-06-06,34580072,58.138265
2024-06-07,34501484,57.410853
2024-06-08,32707507,57.818929
2024-06-09,29862708,44.200678
2024-06-10,28092027,42.277511
2024-06-11,31716820,42.662694
2024-06-12,33292857,51.413027
2024-06-13,33982639,52.185987
2024-06-14,35769327,64.715313
2024-06-15,34468830,66.623644
2024-06-16,33554409,57.100009
2024-06-17,34288120,52.236393
2024-06-18,35407161,41.201168
2024-06-19,35443684,47.326956
2024-06-20,35811329,61.813892
2024-06-21,37019065,72.914742
2024-06-22,35606620,73.109566
2024-06-23,34267775,56.411164
2024-06-24,35376537,54.535938
2024-06-25,35558046,49.256659
2024-06-26,35720053,46.173873
2024-06-27,35441738,47.619845
2024-06-28,35544597,57.281119
2024-06-29,36964565,71.590906
2024-06-30,34204271,62.142104
2024-07-01,36442362,80.802918
2024-07-02,37528757,88.655635
2024-07-03,35409978,75.655741
2024-07-04,37469148,83.291619
2024-07-05,37540474,85.553944
2024-07-06,35980984,80.261537
2024-07-07,35845615,87.352463
2024-07-08,36302272,87.205925
2024-07-09,36437525,79.299233
2024-07-10,35719709,72.546216
2024-07-11,35853702,71.259664
2024-07-12,35853702.0,74.181259
2024-07-13,35853702.0,76.8526
2024-07-14,35853702.0,77.746216
2024-07-15,35853702.0,79.34636
2024-07-16,38191837,87.355273
2024-07-17,37618353,88.89759
2024-07-18,35888458,80.646363
2024-07-19,36191748,82.281625
2024-07-20,36366264,86.006798
2024-07-21,34420464,82.479575
2024-07-22,36889106,85.827118
2024-07-23,36122801,86.310248
2024-07-24,36394786,85.182824
2024-07-25,36486783,86.688727
2024-07-26,36307350,86.733837
2024-07-27,36627160,90.971578
2024-07-28,35394613,88.740509
2024-07-29,35154696,85.485075
2024-07-30,34690084,78.913921
2024-07-31,34107700,77.563432
2024-08-01,34527212,82.30055
2024-08-02,34277467,82.786166
2024-08-03,35228232,83.821681
2024-08-04,33810198,82.654941
2024-08-05,35654751,86.190851
2024-08-06,36261643,86.042258
2024-08-07,36426817,86.66767
2024-08-08,36557023,84.7597
2024-08-09,36715632,85.625364
2024-08-10,36220821,80.218027
2024-08-11,34652226,74.832714
2024-08-12,36049585,73.094675
2024-08-13,37229082,81.749245
2024-08-14,38272423,85.447801
2024-08-15,37698602,83.450332
2024-08-16,37663464,81.272506
2024-08-17,37910952,81.850426
2024-08-18,36960504,84.133615
2024-08-19,38884447,88.3244
2024-08-20,39350484,87.711184
2024-08-21,38378529,84.114795
2024-08-22,38047262,80.337569
2024-08-23,38569167,79.363166
2024-08-24,37936238,81.122787
2024-08-25,37402471,83.110608
2024-08-26,39229685,86.85258
2024-08-27,37103212,77.208585
2024-08-28,36237641,75.105998
2024-08-29,36416799,78.163683
2024-08-30,37259718,76.928305
2024-08-31,36649408,78.066754
2024-09-01,36590833,79.351618
2024-09-02,37209488,67.552057
2024-09-03,37000249,69.708176
2024-09-04,37610299,71.903828
2024-09-05,39834808,76.872575
2024-09-06,37868618,65.730843
2024-09-07,37505432,69.976754
2024-09-08,37078346,73.556772
2024-09-09,38106500,72.532619
2024-09-10,39490455,81.876238
2024-09-11,40266912,76.818437
2024-09-12,39921713,78.949264
2024-09-13,40338457,86.450716
2024-09-14,39127248,80.152164
2024-09-15,35740451,68.992471
2024-09-16,33716436,69.96491
2024-09-17,31259061,78.363039
2024-09-18,35395107,86.626702
2024-09-19,38224869,87.099683
2024-09-20,39461771,85.225328
2024-09-21,36539265,62.076992
2024-09-22,35360152,56.786086
2024-09-23,36090921,64.808441
2024-09-24,36037569,69.459482
2024-09-25,36602955,70.034148
2024-09-26,36639198,72.744854
2024-09-27,36431213,66.990344
2024-09-28,35775653,67.846805
2024-09-29,34536065,73.56458
2024-09-30,33557133,88.463383
2024-10-01,25106781,59.804431
2024-10-02,24378157,47.254993
2024-10-03,25454522,54.555363
2024-10-04,28202922,58.499031
2024-10-05,31147882,63.902347
2024-10-06,33545689,67.467999
2024-10-07,34710476,72.562293
2024-10-08,35417924,60.509744
2024-10-09,36916958,61.476564
2024-10-10,36965369,65.976447
2024-10-11,37010194,61.528204
2024-10-12,37176371,63.702478
2024-10-13,37433081,71.958895
2024-10-14,37875833,77.538739
2024-10-15,38594002,75.035955
2024-10-16,38000511,69.646944
2024-10-17,38110290,78.58502
2024-10-18,39346207,90.8502
2024-10-19,37338048,56.815801
2024-10-20,36343395,65.937955
2024-10-21,37918068,77.123419
2024-10-22,39490126,78.10293
2024-10-23,36845035,66.422275
2024-10-24,35921995,72.562861
2024-10-25,36004761,79.983467
2024-10-26,35218754,82.39321
2024-10-27,35320454,77.899252
2024-10-28,35203265,72.519495
2024-10-29,36320820,73.502601
2024-10-30,36766130,77.424636
2024-10-31,35584697,78.302875
2024-11-01,35562370,77.764773
2024-11-02,36130690,75.910181
2024-11-03,36008737,70.399332
2024-11-04,37367322,46.439311
2024-11-05,37688196,58.379013
2024-11-06,37280874,55.910653
2024-11-07,37691293,60.439432
2024-11-08,37824835,68.789421
2024-11-09,38050020,76.120735
2024-11-10,36974200,83.089306
2024-11-11,37459928,83.827048
2024-11-12,38248928,82.770705
2024-11-13,39067955,84.735512
2024-11-14,39435478,88.60972
2024-11-15,38916417,88.797552
2024-11-16,38935418,74.010704
2024-11-17,36808396,48.733767
2024-11-18,38065985,53.197233
2024-11-19,38838306,61.818819
2024-11-20,37934745,73.08789
2024-11-21,38076003,71.050555
2024-11-22,38271751,62.835049
2024-11-23,38095998,64.087395
2024-11-24,37178815,66.066104
2024-11-25,39176437,82.042236
2024-11-26,0,43.01743
2024-11-27,38073463,42.120359
2024-11-28,37957735,45.434436
2024-11-29,36857564,51.563651
2024-11-30,36636780,60.431315
2024-12-01,35739813,68.351675
2024-12-02,37868531,63.924372
2024-12-03,37802067,63.123226
2024-12-04,38350640,62.425059
2024-12-05,38362991,66.194566
2024-12-06,38224764,65.965351
2024-12-07,38306096,54.517244
2024-12-08,37425312,50.159421
2024-12-09,38857212,58.765667
2024-12-10,39656560,62.785064
2024-12-11,39577922,63.488374
2024-12-12,40374505,67.595548
2024-12-13,40196856,65.463339
2024-12-14,39040423,47.590394
2024-12-15,37884592,45.747222
2024-12-16,38460127,51.637404
2024-12-17,38980241,57.389746
2024-12-18,38994514,54.081277
2024-12-19,39195033,55.491026
2024-12-20,38874495,57.39337
2024-12-21,38652573,44.653508
2024-12-22,37457784,40.667384
2024-12-23,37989404,45.98997
2024-12-24,39063018,51.68909
2024-12-25,38544965,58.415922
2024-12-26,38271809,47.779999
2024-12-27,38775280,38.552642
2024-12-28,37914842,33.387108
2024-12-29,36892802,42.399517
2024-12-30,37214401,47.914846
2024-12-31,35827545,44.419263
2025-01-01,33372058,58.699979
2025-01-02,36765117,67.072126
2025-01-03,38223311,53.828117
2025-01-04,40088528,60.515962
2025-01-05,39444263,60.330675
2025-01-06,39916425,47.349057
2025-01-07,40153709,35.927372
2025-01-08,40039453,42.405833
2025-01-09,40036843,35.900406
2025-01-10,39746974,32.990216
2025-01-11,39295316,37.113387
2025-01-12,38111691,43.931129
2025-01-13,38185241,48.483954
2025-01-14,38180981,45.370681
2025-01-15,37141396,29.192806
2025-01-16,35528731,33.333091
2025-01-17,34047473,47.952535
2025-01-18,31855324,49.047638
2025-01-19,29165971,51.897373
2025-01-20,26824127,49.197232
2025-01-21,24087137,59.044172
2025-01-22,20934954,65.080634
2025-01-23,18233396,75.837256
2025-01-24,15141754,79.492436
2025-01-25,11173988,71.2952
2025-01-26,8508969,64.072303
2025-01-27,6771382,29.842136
2025-01-28,5643548,29.668159
2025-01-29,5297131,35.943285
2025-01-30,5372217,61.845771
2025-01-31,6016895,84.990969
2025-02-01,7815383,74.196425
2025-02-02,10197572,72.77159
2025-02-03,13845898,45.493083
2025-02-04,18458542,36.811474
2025-02-05,23225697,30.779363
2025-02-06,28142145,30.945099
2025-02-07,31256902,23.35924
2025-02-08,32863957,26.118264
2025-02-09,33620554,24.901026
2025-02-10,35319249,31.998563
2025-02-11,36479116,61.544196
2025-02-12,35000602,56.04033
2025-02-13,36162324,33.77752
2025-02-14,37622749,46.103774
2025-02-15,37708649,49.267548
2025-02-16,37180054,44.40608
2025-02-17,38730761,41.542801
2025-02-18,39900952,47.531943
2025-02-19,39700758,46.899073
2025-02-20,40239902,48.751056
2025-02-21,40467042,57.72786
2025-02-22,40288073,54.637
2025-02-23,39178675,42.510355
2025-02-24,39702487,30.736803
2025-02-25,39787824,40.772061
2025-02-26,39287038,46.67337
2025-02-27,39313077,62.467991
2025-02-28,38826990,68.427168
2025-03-01,38900656,83.268898
2025-03-02,40199856,91.242589
2025-03-03,40491014,70.693442
2025-03-04,41142567,77.07238
2025-03-05,40022950,72.032396
2025-03-06,39270436,61.679773
2025-03-07,39659234,60.55199
2025-03-08,38216507,66.906737
2025-03-09,37103538,64.390051
2025-03-10,38297512,70.358493
2025-03-11,38960427,76.788862
2025-03-12,38975161,59.35044
2025-03-13,39012793,41.337043
2025-03-14,39403212,46.082996
2025-03-15,39701457,53.669229
2025-03-16,37545177,43.737881
2025-03-17,38465393,38.371597
2025-03-18,38444914,37.941973
2025-03-19,38244123,42.490646
2025-03-20,37716118,35.998134
2025-03-21,37494891,25.800113
2025-03-22,36770363,23.865065
2025-03-23,37178980,25.00476
2025-03-24,37510012,33.342699
2025-03-25,37621463,33.491439
2025-03-26,37850604,45.931511
2025-03-27,39818750,35.677362
2025-03-28,38560712,40.62258
2025-03-29,37671713,39.87841
2025-03-30,36339557,41.697579
2025-03-31,36319469,44.713942
2025-04-01,36591826,41.948132
2025-04-02,36891817,39.822089
2025-04-03,36064550,44.797139
2025-04-04,34293285,52.155379
2025-04-05,33139425,38.557361
2025-04-06,34094842,38.589631
2025-04-07,36106296,45.856434
2025-04-08,37324738,45.519656
2025-04-09,37721972,62.510018
2025-04-10,37346201,59.725342
2025-04-11,37957277,61.347712
2025-04-12,37514468,32.390976
2025-04-13,36085076,28.119397
2025-04-14,37385287,41.151984
2025-04-15,36754164,42.656244
2025-04-16,36644086,45.10767
2025-04-17,37519654,49.156623
2025-04-18,37751197,62.309909
2025-04-19,36733350,71.260497
2025-04-20,35356991,67.682182
2025-04-21,37279649,72.718421
2025-04-22,36627036,65.480729
2025-04-23,36135678,53.099472
2025-04-24,36264899,31.983976
2025-04-25,36116023,40.390585
2025-04-26,35850903,39.488411
2025-04-27,36523180,50.476937
2025-04-28,34787542,47.177085
2025-04-29,33480700,40.706681
2025-04-30,30986425,45.708552
2025-05-01,23736156,46.985227
2025-05-02,22685060,51.337626
2025-05-03,23662107,44.231728
2025-05-04,25994447,42.928133
2025-05-05,29349705,61.687474
2025-05-06,33850635,72.933895
2025-05-07,35277660,69.634637
2025-05-08,36885187,71.654605
2025-05-09,38610539,86.824593
2025-05-10,36561706,67.195393
2025-05-11,34890997,49.944939
2025-05-12,36137659,45.486104
2025-05-13,36926780,49.554519
2025-05-14,38519180,63.822013
2025-05-15,37272903,65.992898
2025-05-16,37656537,71.838121
2025-05-17,37344982,47.12523
2025-05-18,36147200,46.205714
2025-05-19,37204813,52.660368
2025-05-20,37648110,51.565388
2025-05-21,37567671,63.794662
2025-05-22,37888311,46.579108
2025-05-23,38931687,60.850927
2025-05-24,36636770,54.266071
2025-05-25,35856123,42.466522
2025-05-26,36736023,47.117188
2025-05-27,37107142,46.622899
2025-05-28,36717528,44.187328
2025-05-29,36332634,45.431486
2025-05-30,35111767,44.697907
2025-05-31,31944893,49.908384
2025-06-01,30434548,54.148807
2025-06-02,32952639,56.796442
2025-06-03,34092116,41.813478
2025-06-04,35470157,32.575987
2025-06-05,36834350,37.605425
2025-06-06,37026442,42.401966
2025-06-07,37540093,56.40781
2025-06-08,36198451,64.122432
2025-06-09,37364661,62.276816
2025-06-10,36537920,59.329424
2025-06-11,36768490,50.588383
2025-06-12,36817174,44.685193
2025-06-13,37881020,63.6428
2025-06-14,37279448,70.948587
2025-06-15,35735266,67.079766
2025-06-16,36295425,47.163457
2025-06-17,36615164,41.404936
2025-06-18,37975029,51.576931
2025-06-19,40048420,81.855906
2025-06-20,38264198,79.594694
2025-06-21,36842881,65.245197
2025-06-22,35193803,57.459399
2025-06-23,36850956,55.236981
2025-06-24,37253626,53.346577
2025-06-25,37253067,52.251373
2025-06-26,39155145,73.182942
2025-06-27,38226068,77.989379
2025-06-28,37238568,82.376226
2025-06-29,35925314,87.373327
2025-06-30,34938414,81.220134
2025-07-01,36196603,83.3335
2025-07-02,36676757,82.312456
2025-07-03,36926184,72.191401
2025-07-04,37297638,69.883726
2025-07-05,36613750,61.876334
2025-07-06,35582270,64.155612
2025-07-07,37992065,75.702827
2025-07-08,38551017,75.130207
2025-07-09,39241022,71.783939
2025-07-10,39568452,68.953023
2025-07-11,39590546,65.284733
2025-07-12,39167427,64.024759
2025-07-13,38076597,62.576784
2025-07-14,37888953,49.632192
2025-07-15,40187602,54.476218
2025-07-16,39866479,76.517311
2025-07-17,39022719,70.123468
2025-07-18,39088003,66.028237
2025-07-19,38598110,64.325501
2025-07-20,38149766,76.057544
2025-07-21,39796346,85.985166
2025-07-22,40185333,86.561363
2025-07-23,39880831,84.884499
2025-07-24,39303109,78.196214
2025-07-25,39683767,76.103959
2025-07-26,38744912,74.331306
2025-07-27,37184167,71.160971
2025-07-28,38420158,69.7523
2025-07-29,38476588,74.206057
2025-07-30,38536562,78.357141
2025-07-31,38592036,77.901243
2025-08-01,38856279,81.970102
2025-08-02,38323246,79.731443
2025-08-03,37306249,77.334332
2025-08-04,39202826,81.040635
2025-08-05,39845630,79.871686
2025-08-06,40062763,83.705891
2025-08-07,39591873,78.74149
2025-08-08,40229127,78.050008
2025-08-09,41622920,86.604671
2025-08-10,37640252,79.832525
2025-08-11,38799651,77.749703
2025-08-12,39816627,76.143355
2025-08-13,40910172,79.468134
2025-08-14,41630194,80.368865
2025-08-15,41672863,86.032205
2025-08-16,40821933,86.512614
2025-08-17,40039602,87.210288
2025-08-18,41283379,84.371331
2025-08-19,40878049,76.700232
2025-08-20,40915164,73.931978
2025-08-21,40563066,74.926493
2025-08-22,40342057,78.405632
2025-08-23,40046756,83.082277
2025-08-24,39245581,84.428701
2025-08-25,40794016,83.533339
2025-08-26,40170230,76.87796
2025-08-27,40980079,78.07014
2025-08-28,40698665,84.456389
2025-08-29,39889440,84.134087
2025-08-30,40267737,86.637267
2025-08-31,37417052,89.529584
2025-09-01,34956017,78.473509
2025-09-02,36309369,77.843471
2025-09-03,38317451,84.917391
2025-09-04,39819742,81.975853
2025-09-05,41822739,86.200747
2025-09-06,41402731,83.071386
2025-09-07,39117573,74.873061
2025-09-08,42045421,81.943939
2025-09-09,40552953,75.661072
2025-09-10,40502035,76.480074
2025-09-11,41853721,77.212622
2025-09-12,42790970,81.127919
2025-09-13,40603106,79.403201
2025-09-14,39354666,78.429988
2025-09-15,41023800,82.078164
2025-09-16,42463426,88.894105
2025-09-17,40268248,71.28911
2025-09-18,40190029,73.812904
2025-09-19,42267447,86.727234
